ID,Smiles,pIC50
616,CC1(C)C(=O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,4
646,COc1cc2ccnc([C@@H](C)c3ccc(OC)c(OC)c3O)c2cc1OC,4
650,C[C@H](C[C@H](O)[C@H](O)C(C)(C)O)C1=C2C=C[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC(=O)[C@]3(C)[C@@]2(C)CC1=O,4
665,O=C(N/N=C/c1ccc2[nH]ccc2c1)c1nc2ccccc2[nH]1,4
715,O=C(Nc1ccccc1)C(=O)Nc1ccccc1,4
716,O=C(Oc1ccccc1)C(=O)Oc1ccccc1,4
718,COc1ccc(C(=O)C(=O)c2ccc(OC)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],4
725,CN(C)c1ccc(C(=O)C(=O)c2ccc(N(C)C)cc2)cc1,4
727,O=C(CC(=O)c1ccccc1)c1ccccc1,4
728,CC1CC(C)(C)CC(=O)C1=O,4
729,Oc1nc2cc(Cl)c(Cl)cc2nc1O,4
737,O=C(C(=O)c1ccc(O)c([N+](=O)[O-])c1)c1ccc(O)c([N+](=O)[O-])c1,4
739,CCC(=O)C(C)=O,4
740,CC1CCC(=O)C1=O,4
743,O=C(O)c1ccc(C(=O)c2ccccc2)cc1,4
744,[O-][S+](Cc1ccccc1)Cc1ccccc1,4
745,OC(c1ccccc1)C(O)c1ccccc1,4
746,O=C(Sc1ccccc1)C(=O)Sc1ccccc1,4
752,O=C(C(=O)c1ccc(Br)c([N+](=O)[O-])c1)c1ccc(Br)c([N+](=O)[O-])c1,4
753,CC1C(=O)CCC1=O,4
764,O=C(c1ccc(F)cc1)C(O)c1ccc(F)cc1,4
766,COc1ccc(C(=O)C(O)c2ccc(OC)cc2)cc1,4
768,CCCCC(=O)C(C)=O,4
772,CN(C)c1ccc(C(O)C(=O)c2ccccc2)cc1,4
780,O=S(=O)(Cc1ccccc1)c1ccccc1,4
782,O=C1CCCC(=O)C1,4
783,O=C1C=CC(=O)C=C1,4
786,CC(=O)CCC(=O)c1ccccc1,4
788,CC(=O)C(C)=O,4
789,CCC(=O)C(=O)CC,4
794,O=S(=O)(Cc1ccccc1)Cc1ccccc1,4
795,COC(OC)(C(=O)c1ccccc1)c1ccccc1,4
796,O=C(c1ccccc1)c1ccccc1,4
797,CC(=O)CC(C)=O,4
815,CC1CCCC(=O)C1=O,4
816,CC1NC(=O)C(=O)OC1C,4
819,O=C(C(=O)c1ccc(Br)cc1)c1ccc(Br)cc1,4
826,CC1C(=O)CCCC1=O,4
830,O=C1CCCCC1=O,4
831,O=C(c1ccco1)C(O)c1ccco1,4
BH-39,FC1=CC(F)=CC(OCCCC(OCC)=O)=C1,4
BH-31,O=C1CCC2=CC=C(OCC(OCC)=O)C=C2N1,3.940815382
